"Statewide Allocation Detail"
"August 2019 - August 2023"
"Report Date: 09/28/2023 19:14 PM",
"Municipality","Establishment","License Number","VGT Count","Amount Played","Amount Won","Net Wager","Funds In","Funds Out","Net Terminal Income","NTI Tax","State Share","Municipality Share",
"Schiller Park","Joken Inc.","140701516","5","2219857.0100","2030907.6900","188949.3200","643357.0000","454405.6800","188951.3200","62354.0200","52906.4500","9447.5700",
"Schiller Park","Kickers Bar & Lounge, Inc.","140700641","6","13084545.0400","11861379.4700","1223165.5700","4421331.0000","3198165.7200","1223165.2800","414348.1200","353189.7800","61158.3400",
"Schiller Park","Nami99 Inc.","150702241","6","11397572.4900","10475174.8100","922397.6800","3706337.0000","2783907.0200","922429.9800","312367.2100","266245.6100","46121.6000",
"Schiller Park","PRV Enterprises Inc.","140700552","6","30890519.4400","28041332.1300","2849187.3100","10157232.0000","7307987.4700","2849244.5300","964652.1200","822189.7400","142462.3800",
"Schiller Park","SHOELESS JOE'S SPORTSBAR, INC.","190701970","6","10793541.3200","9832796.9400","960744.3800","3862387.0000","2901642.6200","960744.3800","325641.9200","277604.6500","48037.2700",
"Schiller Park","The Great Escape On Irving, inc.","140701584","6","8324161.4100","7642584.9100","681576.5000","2640920.0000","1959343.9100","681576.0900","230896.0300","196817.1300","34078.9000",
"Schram City","Canton Inn, Inc.","170700295","4","1886841.4800","1714518.3800","172323.1000","670689.0000","498365.8400","172323.1600","58370.8900","49754.7100","8616.1800",
"Schram City","Drapes Lounge, L.L.C.","120702990","5","4583725.2500","4196474.4300","387250.8200","1428928.0000","1041677.1800","387250.8200","131243.7800","111881.1600","19362.6200",
"Schram City","HAMBY'S TAVERN INC","150701864","4","1547362.8700","1432087.2200","115275.6500","501053.0000","385771.3500","115281.6500","38933.1500","33169.0400","5764.1100",
"Schram City","Jo Ann Raines","120703495","5","1960951.4900","1785939.6700","175011.8200","627851.0000","452795.6800","175055.3200","59370.0200","50617.3100","8752.7100",
"Schram City","SAMMY'S SP LLC","150700033","6","9050074.9800","8338026.6200","712048.3600","2922128.0000","2210079.5100","712048.4900","241178.6100","205576.1300","35602.4800",
"Schram City","The Korner Store, LLC","170701125","6","13617288.3800","12420589.3500","1196699.0300","4287109.0000","3090409.9400","1196699.0600","404738.2600","344903.3400","59834.9200",
"Schuyler County","Ace's Place LLC","210701173","6","6998150.5700","6419284.2900","578866.2800","2184136.0000","1605269.6200","578866.3800","196814.9000","167871.5500","28943.3500",
"Scott County","Williams Family, Inc.","150704085","5","2053961.5600","1809721.2600","244240.3000","777472.0000","533231.6100","244240.3900","82616.8600","70444.4700","12172.3900",
"Secor","THE DITCH BAR AND GRILL, L.L.C.","190703314","5","2973456.9800","2738113.7200","235343.2600","1020057.0000","784713.0800","235343.9200","79977.8600","68216.4100","11761.4500",
"Seneca","3RD BAR, INC.","210700248","5","2113263.2100","1938250.5300","175012.6800","667675.0000","492662.2700","175012.7300","59504.4800","50753.7900","8750.6900",
"Seneca","Boondocks Food & Spirits Inc.","130702500","6","7876707.1500","7193385.9100","683321.2400","2609035.0000","1925713.7100","683321.2900","231243.1900","197077.1300","34166.0600",
"Seneca","Expresslane, Inc.","140701514","5","8615052.8800","7927771.2300","687281.6500","2722746.0000","2035444.1000","687301.9000","232731.5100","198366.3800","34365.1300",
"Seneca","Fergaria's Pizza Inc.","140703759","3","648709.2000","586205.5800","62503.6200","229925.0000","167421.3800","62503.6200","21192.5700","18067.3400","3125.2300",
"Seneca","Fergy's Bar & Grill, Inc.","120709446","6","18858728.9100","17301442.7100","1557286.2000","6082466.0000","4525179.4000","1557286.6000","527308.1100","449443.7100","77864.4000",
"Seneca","Jay Maadi Inc.","180703767","5","5328246.8300","4854533.1700","473713.6600","1779151.0000","1305437.3400","473713.6600","160512.2400","136826.4200","23685.8200",
"Seneca","MAR-KNAP INC.","130703191","6","11489389.7900","10613941.4000","875448.3900","3706504.0000","2831055.1800","875448.8200","296897.8800","253125.5000","43772.3800",
"Seneca","Perry Dice Entertainment LLC","220700239","6","2276700.5000","2066271.7300","210428.7700","828731.0000","618302.2300","210428.7700","71545.9400","61024.4800","10521.4600",
"Seneca","Ram Sita Corporation","180702823","6","5354509.2700","4876565.8900","477943.3800","1835916.0000","1357930.2900","477985.7100","161958.8000","138059.4400","23899.3600",
"Seneca","The 252, LLC","210702069","3","411902.1000","367167.5200","44734.5800","163116.0000","118381.3700","44734.6300","15209.7000","12972.9700","2236.7300",
"Seneca","The Barge Inn, LLC","190703666","5","10371.6500","8683.0500","1688.6000","3698.0000","2009.4000","1688.6000","557.2600","472.8300","84.4300",
"Seneca","Yan & Associates, Inc.","180702273","5","272751.5300","251510.7800","21240.7500","107543.0000","86302.2500","21240.7500","7009.4500","5947.3900","1062.0600",
"Sesser","Alice Coloni","120701373","5","4926457.3700","4499724.1900","426733.1800","1408435.0000","981701.5700","426733.4300","144624.2000","123287.5100","21336.6900",
"Sesser","Cox Post 4753, Veterans of Foreign Wars of the U.S., Inc. ","120913001","5","2938398.7500","2707253.1400","231145.6100","941542.0000","710396.1900","231145.8100","78340.6000","66783.3100","11557.2900",
"Sesser","Double ""R"" Bar, Inc.","120707116","5","4618066.3700","4230175.4100","387890.9600","1640324.0000","1252433.1900","387890.8100","131280.0400","111885.5200","19394.5200",
"Sesser","Feed Mill Enterprises, Inc.","170703694","5","3901511.8900","3606299.4400","295212.4500","1372799.0000","1077586.2700","295212.7300","99913.9600","85153.3200","14760.6400",
"Sesser","Nanszcz LLC","180701136","5","7919308.3700","7168400.8800","750907.4900","2450789.0000","1699881.5000","750907.5000","254684.8700","217139.4900","37545.3800",
"Sesser","THE CHANDELIER ROOM LLC","210703807","6","1359009.8300","1221710.1100","137299.7200","501762.0000","364461.9600","137300.0400","46682.0900","39817.0700","6865.0200",
"Sesser","Yongxin Enterprises, Inc.","160700932","6","10377364.4800","9545521.7800","831842.7000","3086632.0000","2254789.0700","831842.9300","281450.4100","239858.2500","41592.1600",
"Shabbona","Expresslane, Inc.","141001578","4","8259164.0100","7671184.9500","587979.0600","2433519.0000","1845530.1400","587988.8600","199123.3300","169723.9100","29399.4200",
"Shabbona","R & R Pub, LLC","120710773","6","7963359.5800","7272973.6000","690385.9800","2628938.0000","1938549.5200","690388.4800","233806.1000","199286.6400","34519.4600",
"Shannon","Kleindl Henry, Inc.","120702987","6","7010424.5400","6437823.2700","572601.2700","2522222.0000","1949619.7300","572602.2700","194098.1200","165467.9900","28630.1300",
"Shawneetown","American Legion Post #585","180903504","5","8348324.5600","7744298.8600","604025.7000","2317982.0000","1713954.9300","604027.0700","205154.1600","174952.8200","30201.3400",
"Shawneetown","EAST LINCOLN ENTERPRISES LLC","120703711","5","8505269.8200","7841622.9100","663646.9100","2421842.0000","1758265.7700","663576.2300","224656.7100","191477.8900","33178.8200",
"Shawneetown","Shawnee Quick Mart Inc.","190702064","6","16546601.1000","15291157.9400","1255443.1600","4976688.0000","3721244.8400","1255443.1600","426539.3200","363767.1100","62772.2100",
"Sheffield","Brothers Pub LLC","120705187","3","990985.9800","913629.1800","77356.8000","347818.0000","270461.2000","77356.8000","26189.5900","22321.7400","3867.8500",
"Sheffield","Phylly's Pubs, Inc.","190701372","3","1155131.4000","1079243.0700","75888.3300","368725.0000","292836.6700","75888.3300","25785.4300","21991.0100","3794.4200",
"Sheffield","Reds of Sheffield, LLC","160703506","4","3758410.7100","3486464.5900","271946.1200","1236520.0000","964573.7400","271946.2600","92011.2700","78413.9900","13597.2800",
"Shelby County","Castaways at Coon Creek, LLC","190701571","3","295507.7800","270075.3100","25432.4700","85071.0000","59638.5300","25432.4700","8643.4400","7371.8200","1271.6200",
"Shelby County","Jacki's Gaming, LLC","210703216","6","6618120.0100","6008442.0200","609677.9900","2188552.0000","1578874.0100","609677.9900","207290.6000","176806.6800","30483.9200",
"Shelbyville","CWEJ, LLC","180701425","5","1859094.2900","1729989.4400","129104.8500","625761.0000","496656.3800","129104.6200","43625.1400","37169.8600","6455.2800",
"Shelbyville","F.G.3, LLC","160702498","6","52572925.3200","48018636.8200","4554288.5000","15964304.0000","11409986.5000","4554317.5000","1543152.8100","1315436.8200","227715.9900",
"Shelbyville","Iron Keg, LLC","120709566","6","15465472.0900","14248675.9000","1216796.1900","4858179.0000","3641382.2300","1216796.7700","412242.9600","351403.0800","60839.8800",
"Shelbyville","Ivy's Gaming, LLC","210703458","6","9989114.5200","9203651.2900","785463.2300","3333158.0000","2547694.7300","785463.2700","267057.8400","227784.6600","39273.1800",
"Shelbyville","Katheryn F. Zeidler","120701271","6","8103645.7500","7376080.5400","727565.2100","2429127.0000","1701561.7900","727565.2100","246420.3300","210041.9400","36378.3900",
"Shelbyville","Mi Veracruz Mexican Grill Inc #2","190702332","4","3258070.5400","3007364.3700","250706.1700","1035937.0000","785230.4700","250706.5300","85162.2000","72626.8200","12535.3800",
"Shelbyville","Roy Vanderpool Post #81","120910775","4","2484254.1500","2287819.3300","196434.8200","830464.0000","634029.1800","196434.8200","66627.0800","56805.3100","9821.7700",
"Shelbyville","S Aultman Enterprises, Inc.","120704536","6","7608873.3900","6991312.9500","617560.4400","2468398.0000","1850837.1700","617560.8300","208466.1100","177588.0400","30878.0700",
"Shelbyville","Shelby County Post 4829, Veterans of Foreign Wars of the United States, Inc","120901350","6","12271252.9400","11243783.6000","1027469.3400","3998350.0000","2970880.6100","1027469.3900","348213.5200","296839.9200","51373.6000",
"Shelbyville","Shelbyville Lodge No. 1294 Loyal Order Of Moose","120803018","6","4257178.1800","3887573.4800","369604.7000","1400277.0000","1030667.7000","369609.3000","125144.2900","106663.7500","18480.5400",
"Shelbyville","Vitale Family Restaurants, Inc.","210702749","6","1359343.4600","1262343.4600","97000.0000","460756.0000","363704.2400","97051.7600","32997.8800","28145.2400","4852.6400",
"Sheldon","Edward Laubscher ","120701169","4","489316.4900","450449.8800","38866.6100","141859.0000","102982.7100","38876.2900","12830.6400","10886.8500","1943.7900",
"Sheldon","PEG'S RUSTIC INN, INC.,","120702099","6","6892466.7100","6311045.2700","581421.4400","2329390.0000","1747968.5600","581421.4400","197003.6600","167932.6200","29071.0400",
"Sheldon","Sharon Laffoon","200700731","6","8025164.4000","7278945.2200","746219.1800","2657948.0000","1911728.8200","746219.1800","253715.3000","216404.2500","37311.0500",
"Sheridan","Ambe Krupa Food & Liquor, Inc.","200701786","4","769481.5700","702218.6700","67262.9000","297069.0000","229805.7400","67263.2600","22869.6500","19506.4600","3363.1900",
"Sheridan","Expresslane, Inc.","180700922","5","4157069.5100","3825857.8000","331211.7100","1376304.0000","1045092.1400","331211.8600","111909.9400","95349.3100","16560.6300",
"Sheridan","John & Naomi's Corner Tap, Inc.","120704500","6","10124042.4800","9211143.8000","912898.6800","3426016.0000","2513079.9700","912936.0300","309543.4500","263896.6300","45646.8200",
"Sheridan","Sheridan Elevator INC.","190700370","6","8837367.7300","8114696.7100","722671.0200","3060541.0000","2337869.9800","722671.0200","245357.7200","209224.1100","36133.6100",
"Sheridan","Sheridan Tobacco & Spirits, LLC","130702041","6","11676119.5900","10792912.4400","883207.1500","4073603.0000","3190395.8500","883207.1500","298936.5600","254776.0800","44160.4800",
"Sherman","BCS PUB, INC.","170701410","6","3832549.9700","3582364.1200","250185.8500","1286674.0000","1036447.3100","250226.6900","84263.4700","71752.1400","12511.3300",
"Sherman","CANCUN II INC.","190703246","5","3189341.0300","2994950.2800","194390.7500","937746.0000","743351.5500","194394.4500","66080.0800","56360.2500","9719.8300",
"Sherman","Double H of Sherman, Corp.","120712713","5","12119241.5900","11138789.2100","980452.3800","4106632.0000","3126134.6600","980497.3400","332250.4300","283225.5400","49024.8900",
"Sherman","Final Four Inc.","120712210","6","35228238.0900","32627867.7900","2600370.3000","11980010.0000","9379591.5800","2600418.4200","880849.9800","750829.0300","130020.9500",
"Sherman","MOCO Hospitality LLC","220702551","6","611950.0400","557036.5200","54913.5200","215359.0000","160425.4800","54933.5200","18677.4600","15930.7700","2746.6900",
"Sherman","SCHNEIDER-KASTEN INC.","150701333","5","11601689.8500","10835986.5500","765703.3000","3334308.0000","2568463.2200","765844.7800","259297.8300","221005.5100","38292.3200",
"Sherrard","Joan Strom's Other Place Inc.","120709899","5","3943624.3400","3593023.2900","350601.0500","1184175.0000","833573.6300","350601.3700","118718.9500","101188.8600","17530.0900",
"Sherrard","Peterson's Horseshoe Inc.","170703528","4","3354902.2400","3072059.7100","282842.5300","1100291.0000","817416.3500","282874.6500","95812.1700","81668.4100","14143.7600",
"Shiloh","Bacchus Gaming LLC","220700682","6","8985130.2200","8268480.2200","716650.0000","3019722.0000","2303072.0000","716650.0000","243661.0600","207828.5700","35832.4900",
"Shiloh","DJ Sterling Enterprises, LLC - Shiloh Series","180704399","6","45351715.2100","41445326.3400","3906388.8700","14180705.0000","10274316.1300","3906388.8700","1323635.2900","1128315.7600","195319.5300",
"Shiloh","Fraternal Order of Eagles Aerie # 545","120801366","6","14201760.6800","13082798.8800","1118961.8000","4697485.0000","3578523.5500","1118961.4500","379057.5300","323109.3700","55948.1600",
"Shiloh","GOLD MINE GAMING INC.","210700942","6","12768114.9200","11682113.2300","1086001.6900","4312466.0000","3226464.3100","1086001.6900","369240.9400","314940.8100","54300.1300",
"Shiloh","Mac's Convenience Stores LLC","161003107","6","49935416.4100","45111051.4100","4824365.0000","15980418.0000","11156036.5900","4824381.4100","1634507.6100","1393288.4700","241219.1400",
"Shiloh","Stanbeau, Inc.","120711217","6","8965821.3700","8216644.9200","749176.4500","2508404.0000","1759108.2500","749295.7500","253556.6400","216091.8200","37464.8200",
"Shiloh","Wings of Shiloh, Inc.","120709097","6","16435989.3300","15082702.8200","1353286.5100","4859150.0000","3505863.4900","1353286.5100","458074.3800","390409.9100","67664.4700",
"Shipman","Annette P Allen","180703343","5","1503621.3400","1394313.9300","109307.4100","429250.0000","319942.5900","109307.4100","36903.2700","31437.8900","5465.3800",
"Shipman","BCARTER ENTERPRISES, INC.","170700868","6","6101824.6700","5572660.5900","529164.0800","2117816.0000","1588482.5500","529333.4500","179729.3200","153262.6000","26466.7200",
"Shorewood","Bedrocks and The Cave, Inc.","180701193","6","22937615.3900","20893052.4800","2044562.9100","8390541.0000","6345958.1000","2044582.9000","692897.9700","590668.7500","102229.2200",
"Shorewood","CARLOS JOSE INC.","180700764","6","8759573.2700","7967967.8500","791605.4200","3180545.0000","2388938.5800","791606.4200","268114.1000","228533.7200","39580.3800",
"Shorewood","F.E.M., INC.","180701467","5","5139402.9900","4703779.2100","435623.7800","1817238.0000","1381614.6700","435623.3300","147456.3300","125675.0700","21781.2600",
"Shorewood","Jameson Pub, INC.","180701510","5","11258602.2800","10375130.9500","883471.3300","3210558.0000","2327080.6700","883477.3300","299502.7000","255328.8400","44173.8600",
"Shorewood","MI TIERRA BURRITO II INC.","180700959","6","4571426.5300","4168159.1700","403267.3600","1546508.0000","1143240.6400","403267.3600","136653.9700","116490.5100","20163.4600",
"Shorewood","Tinsman Enterprises, Inc.","180701207","6","22199270.8200","20237128.1000","1962142.7200","8166628.0000","6204429.2700","1962198.7300","665180.8900","567070.8600","98110.0300",
"Shorewood","TLB ENTERPRISES, INC.","180701446","6","8353718.1900","7568551.8600","785166.3300","3041861.0000","2256694.6700","785166.3300","266855.2600","227596.8400","39258.4200",
